ent,eda,factorExpansion,sex,n_asi_por
10,12,77,2,1
10,14,70,1,1
10,12,70,1,1
10,14,70,1,1
10,17,60,2,1
10,17,60,2,3
10,16,60,2,1
10,14,60,1,1
10,13,60,2,1
10,17,60,2,1
10,14,59,1,1
10,15,83,2,1
10,13,83,1,1
10,12,83,1,1
10,12,66,1,6
10,12,66,2,1
10,12,83,2,1
10,13,66,2,1
10,17,71,1,1
10,15,63,1,1
10,14,66,1,1
10,17,71,2,1
10,14,32,2,3
10,16,32,2,1
10,14,101,2,1
10,12,101,1,1
10,15,60,2,1
10,13,60,1,1
10,17,60,2,1
10,13,60,2,1
10,15,60,2,1
10,17,64,2,4
10,15,64,2,1
10,15,101,2,4
10,13,32,1,1
10,14,64,1,3
10,17,64,2,3
10,13,64,2,1
10,16,68,1,1
10,16,68,2,1
10,13,64,2,1
10,17,61,2,1
10,15,65,2,1
10,12,57,1,1
10,15,57,1,1
10,16,32,1,3
10,12,60,1,1
10,17,61,1,1
10,14,76,1,1
10,15,61,1,1
10,14,61,1,1
10,12,61,2,1
10,14,76,2,1
10,13,61,1,1
10,17,61,1,1
10,16,61,2,1
10,17,97,1,1
10,14,59,1,1
10,16,111,1,1
10,13,61,1,1
10,15,61,1,1
10,14,82,2,1
10,13,57,1,1
10,16,63,2,1
10,16,82,1,1
10,17,66,2,1
10,15,66,1,1
10,17,56,2,3
10,17,56,1,1
10,13,59,1,1
10,14,68,1,1
10,12,61,2,1
10,17,63,2,1
10,14,59,1,1
10,13,66,1,1
10,15,63,2,1
10,12,63,1,1
10,14,32,1,1
10,13,82,1,1
14,13,300,1,1
14,14,300,1,1
14,17,319,1,3
14,16,319,1,3
14,14,319,1,1
14,13,319,1,1
14,15,319,2,1
14,13,415,1,1
14,15,291,2,1
14,16,144,1,1
14,12,144,2,1
14,12,425,1,1
14,16,147,2,1
14,13,147,1,1
14,12,147,1,1
14,12,401,1,1
14,16,316,2,1
14,13,307,1,1
14,15,333,1,1
14,12,425,1,1
14,15,355,2,1
14,12,344,1,1
14,12,468,1,1
14,17,316,2,1
14,12,311,2,1
14,17,227,2,3
14,16,227,2,4
14,13,227,1,1
14,17,315,2,1
14,16,315,1,1
14,16,432,1,1
14,13,432,2,1
14,13,308,1,1
14,17,414,2,5
14,14,227,1,1
14,15,308,2,1
14,17,308,2,1
14,17,328,2,1
14,14,308,1,1
14,15,319,1,3
14,13,319,1,1
14,15,328,2,3
14,12,227,2,1
14,16,308,1,1
14,15,294,2,1
14,14,328,1,1
14,13,328,1,1
14,17,319,1,1
14,15,319,2,1
14,12,414,1,1
14,15,414,2,3
14,14,347,2,1
14,16,227,2,3
14,12,347,1,1
14,12,227,2,1
14,12,359,1,1
14,14,432,2,3
14,17,363,1,1
14,14,414,2,1
14,12,432,2,1
14,16,401,1,1
14,12,363,2,1
14,15,401,2,1
14,15,359,2,1
14,14,347,1,1
14,16,360,1,1
14,14,360,2,1
14,16,314,2,7
14,17,327,1,1
14,16,332,2,1
14,15,421,2,1
14,12,421,1,1
14,14,421,2,1
14,13,440,2,1
14,13,314,2,1
14,14,346,1,1
14,15,440,2,1
14,14,333,2,1
14,12,333,2,1
26,16,96,2,1
26,14,96,2,1
26,16,96,2,1
26,13,75,2,1
26,15,98,2,1
26,14,75,1,1
26,12,75,2,1
26,15,98,2,1
26,13,98,1,1
26,17,89,2,1
26,17,89,1,1
26,14,89,1,1
26,15,87,1,1
26,12,93,1,1
26,14,93,1,1
26,17,93,1,1
26,16,93,2,1
26,14,100,1,1
26,16,100,2,3
26,15,100,1,3
26,15,100,2,1
26,13,100,2,1
26,16,88,1,1
26,12,88,1,1
26,12,86,1,1
26,14,86,2,1
26,12,86,2,1
26,17,88,1,1
26,12,88,2,1
26,17,86,2,1
26,15,86,1,1
26,13,93,2,1
26,17,101,2,1
26,12,101,1,1
26,14,97,1,1
26,13,97,2,1
26,12,108,2,1
26,14,97,1,1
26,13,97,2,1
26,13,108,2,1
26,13,88,1,1
26,14,113,2,1
26,15,113,1,1
26,15,91,2,1
26,16,88,2,3
26,14,88,1,1
26,16,72,1,1
26,13,87,2,1
26,15,72,2,1
26,16,82,1,1
26,17,90,2,1
26,15,90,1,1
26,17,90,1,1
26,12,90,1,1
26,13,82,2,1
26,17,90,1,3
26,15,90,1,1
26,17,87,2,3
26,16,86,2,1
26,13,87,2,1
26,13,88,2,1
26,16,87,2,1
26,12,87,1,1
26,16,87,1,1
26,16,87,1,1
26,17,97,1,1
26,14,97,1,1
26,12,97,2,1
26,16,98,1,1
26,14,98,2,1
26,13,87,1,1
26,15,87,2,1
26,13,87,2,1
26,17,90,1,1
26,16,90,1,1
26,14,88,1,1
26,15,75,1,1
3,17,36,2,5
3,17,36,2,1
3,15,32,2,1
3,16,32,1,3
3,14,32,1,1
3,12,32,1,1
3,14,36,2,1
3,16,33,2,1
3,17,33,1,3
3,13,33,2,1
3,13,34,2,1
3,17,34,1,4
3,17,33,1,1
3,15,33,1,1
3,14,33,1,1
3,17,36,2,3
3,15,36,2,1
3,12,36,2,1
3,13,36,2,1
3,13,35,1,1
3,13,35,2,1
3,15,36,1,1
3,13,36,2,1
3,17,35,2,3
3,15,32,2,1
3,15,32,2,1
3,14,32,1,3
3,16,32,1,1
3,17,33,1,1
3,12,33,1,1
3,16,42,1,1
3,17,40,1,1
3,12,40,1,1
3,13,37,1,1
3,12,40,2,1
3,14,37,1,1
3,14,37,1,1
3,17,36,1,1
3,12,34,1,1
3,14,36,2,1
3,14,32,1,1
3,13,36,1,1
3,17,36,2,1
3,17,36,2,1
3,17,41,1,1
3,14,35,1,3
3,13,36,1,1
3,12,42,2,1
3,15,32,2,1
3,15,37,1,1
11,14,101,2,1
11,12,101,1,1
11,15,101,1,3
11,16,101,1,1
11,12,142,1,1
11,17,142,1,7
11,17,142,1,3
11,12,142,2,1
11,15,119,2,7
11,14,119,1,1
11,13,119,1,1
11,13,119,1,1
11,14,93,2,1
11,17,93,2,1
11,13,93,1,1
11,14,93,1,1
11,12,93,2,1
11,15,92,1,1
11,12,92,2,1
11,16,93,1,1
11,14,93,2,1
11,13,92,1,1
11,15,93,1,1
11,12,95,2,1
11,17,93,2,1
11,15,96,2,4
11,17,96,2,1
11,15,96,1,1
11,17,110,1,3
11,12,110,1,1
11,16,96,1,6
11,17,93,1,1
11,13,93,2,1
11,12,93,2,1
11,17,105,1,1
11,15,98,2,1
11,14,98,1,3
11,15,247,1,1
11,15,101,1,1
11,17,96,1,4
11,13,96,1,1
11,15,102,1,1
11,14,102,2,1
11,15,110,1,1
11,17,98,2,1
11,17,110,1,3
11,17,98,1,4
11,16,110,1,3
11,16,96,1,1
11,12,151,1,1
11,15,135,1,1
11,17,105,2,1
11,15,105,2,1
11,15,92,1,1
11,13,92,1,1
11,17,89,1,3
11,16,89,2,3
11,17,89,1,4
11,15,89,1,4
11,14,132,1,1
11,15,101,1,3
11,12,101,1,3
11,17,110,1,3
11,15,96,2,4
11,15,114,1,3
11,13,132,2,1
11,16,96,1,3
11,12,84,2,1
11,14,96,1,3
11,12,135,1,1
11,16,131,1,1
11,15,131,2,3
11,16,135,1,1
11,17,131,2,7
11,15,135,2,1
11,16,91,2,1
11,13,91,2,1
11,16,101,1,1
11,13,101,1,1
11,17,132,2,1
11,15,132,2,1
11,15,93,2,1
11,17,93,2,1
11,12,93,2,1
11,16,151,2,3
11,14,151,1,3
11,12,135,2,1
11,17,105,2,1
11,15,105,2,1
11,13,105,1,1
11,12,103,2,1
11,13,103,1,1
11,14,97,1,1
11,15,97,2,1
11,13,97,1,1
11,16,118,1,4
11,13,118,2,4
11,17,147,2,3
11,13,147,1,1
11,16,147,2,4
11,12,147,2,1
11,17,85,2,1
11,17,101,2,1
11,15,96,1,1
11,17,128,2,1
11,15,128,1,1
11,12,128,1,1
11,17,128,2,4
11,13,128,2,1
11,13,110,2,1
11,13,128,2,1
11,13,121,2,1
11,15,128,1,1
11,16,121,1,1
11,17,121,2,1
11,14,121,2,1
11,14,128,1,1
11,13,128,2,1
11,14,121,2,1
11,13,128,2,1
11,15,175,2,1
11,15,87,1,1
11,13,87,2,1
11,17,84,2,1
11,16,114,1,1
11,13,114,2,3
11,13,114,2,1
11,16,114,1,1
11,15,114,2,1
11,13,114,2,1
11,17,110,1,3
11,15,110,1,1
11,13,110,1,1
11,12,98,2,1
11,13,105,1,1
11,14,105,1,1
11,15,135,2,1
11,15,131,1,1
11,12,131,1,1
11,14,96,2,4
11,15,175,1,1
11,16,93,1,1
11,12,93,1,1
11,17,132,2,1
31,17,126,2,1
31,14,126,1,1
31,14,143,2,1
31,12,118,2,1
31,14,124,2,1
31,17,117,2,1
31,15,124,1,1
31,13,124,1,1
31,13,133,1,1
31,14,133,1,1
31,12,123,2,1
31,13,124,2,1
31,15,123,2,1
31,13,123,1,1
31,15,118,1,1
31,16,123,1,1
31,12,118,2,1
31,17,127,2,1
31,13,122,2,1
31,17,101,2,1
31,17,122,1,1
31,17,122,1,1
31,14,126,2,1
31,12,126,2,1
31,16,121,1,1
31,16,121,1,1
31,14,121,1,1
31,17,121,2,1
31,13,121,2,1
31,14,113,1,1
31,16,121,1,1
31,14,121,1,1
31,15,121,1,1
31,15,126,2,7
31,12,126,1,1
31,16,152,1,1
31,16,152,1,1
31,16,120,1,1
31,12,244,1,1
31,17,112,2,1
31,17,139,1,1
31,17,141,2,3
31,15,141,2,1
31,13,114,1,1
31,13,141,2,1
31,17,141,2,1
31,15,141,2,1
31,14,141,2,1
31,17,125,1,3
31,15,125,1,3
31,16,101,2,1
31,14,101,1,1
31,14,101,2,1
31,15,113,1,3
31,12,113,1,1
31,17,113,2,3
19,15,287,1,1
19,17,284,1,1
19,17,294,2,1
19,17,294,1,1
19,14,294,2,1
19,14,294,2,1
19,15,307,1,1
19,17,307,1,1
19,17,300,2,1
19,12,288,2,1
19,17,288,1,3
19,12,288,2,3
19,14,288,2,3
19,17,288,1,1
19,15,392,1,1
19,12,392,1,1
19,17,284,2,7
19,16,284,1,1
19,17,300,1,1
19,15,300,1,1
19,17,314,2,1
19,15,287,2,1
19,12,287,2,1
19,16,300,1,1
19,13,300,1,1
19,16,300,2,1
19,14,401,1,1
19,15,424,2,7
19,17,234,2,1
19,17,234,2,1
19,12,234,1,1
19,16,234,1,3
19,17,234,2,3
19,17,234,2,3
19,17,281,1,1
19,14,281,1,1
19,16,281,2,3
19,15,281,1,1
19,12,403,2,1
19,17,353,2,1
19,16,353,2,1
19,14,353,1,1
19,16,353,1,3
19,13,331,2,1
19,15,331,1,1
19,13,331,2,1
19,16,306,2,1
19,15,306,2,1
19,14,323,1,1
19,15,520,2,4
19,12,520,2,1
19,12,297,1,1
19,17,313,1,1
19,12,313,1,1
19,17,318,1,1
19,15,318,2,1
19,15,318,1,1
19,16,318,2,1
19,17,277,1,1
19,16,277,1,1
19,16,268,1,1
19,13,281,2,1
19,17,306,2,1
19,13,306,1,1
19,16,306,2,1
19,16,306,2,1
19,12,277,1,1
19,15,351,2,1
19,13,351,1,1
19,12,351,1,1
19,13,323,1,1
19,17,323,1,3
19,12,323,2,1
19,17,283,2,1
19,15,283,2,1
19,17,318,1,1
19,17,282,1,7
19,14,282,2,1
19,13,282,2,1
19,16,282,1,3
19,15,318,2,1
19,12,318,2,1
19,16,311,2,1
19,14,311,2,1
19,17,311,1,1
19,16,271,1,1
19,15,271,2,1
19,16,287,2,1
19,16,287,1,1
19,16,287,1,1
19,17,287,1,1
19,15,287,2,1
19,15,325,2,1
19,14,315,1,1
19,12,315,2,1
19,16,287,1,1
19,12,58,1,1
19,12,58,2,1
19,16,58,1,1
19,16,58,1,1
19,14,58,2,1
16,17,91,2,1
16,13,91,1,1
16,13,91,1,1
16,14,140,1,1
16,16,82,1,3
16,15,82,2,5
16,14,96,1,1
16,13,96,1,3
16,15,140,1,1
16,17,97,1,1
16,16,97,2,1
16,17,97,1,1
16,16,97,2,1
16,14,97,2,1
16,13,97,1,1
16,13,104,1,1
16,12,98,1,1
16,16,97,1,1
16,12,97,2,1
16,17,97,2,1
16,15,97,2,3
16,13,97,1,1
16,17,128,2,1
16,12,128,1,1
16,14,91,2,1
16,15,106,2,1
16,17,104,1,3
16,13,90,1,1
16,15,97,2,1
16,13,90,1,1
16,14,82,2,1
16,16,127,1,1
16,16,89,2,1
16,16,89,2,1
16,17,83,1,1
16,16,83,1,1
16,15,89,1,3
16,14,83,2,1
16,15,83,2,1
16,17,89,1,3
16,14,83,1,1
16,13,89,1,1
16,12,83,2,1
16,17,83,1,3
16,16,92,2,1
16,16,92,1,3
16,13,92,2,1
16,13,87,2,1
16,15,92,2,1
16,14,87,2,1
16,17,87,2,1
16,17,83,2,1
16,12,83,2,1
16,16,128,1,1
16,13,103,1,1
16,15,82,2,1
16,17,101,1,4
16,16,101,1,3
16,13,101,1,3
16,13,101,2,1
16,15,87,2,1
16,14,355,2,1
16,13,355,1,1
16,12,355,1,1
16,16,82,1,1
16,13,82,2,1
16,13,355,1,1
16,16,355,1,1
16,15,128,2,5
20,15,24,1,1
20,13,24,2,1
20,15,67,2,1
20,15,75,1,1
20,17,75,1,3
20,12,57,2,1
20,15,57,2,1
20,14,57,1,1
20,15,149,2,1
20,15,149,2,1
20,17,63,2,1
20,13,149,2,1
20,13,95,1,1
20,16,63,1,1
20,12,63,2,1
20,15,95,1,1
20,13,95,1,1
20,15,72,2,1
20,12,72,1,1
20,16,72,2,1
20,14,72,2,1
20,12,72,2,1
20,16,95,1,3
20,12,95,2,1
20,17,95,2,1
20,15,95,2,1
20,15,95,2,1
20,17,64,1,4
20,16,76,1,1
20,14,75,1,1
20,15,75,1,1
20,12,63,2,1
20,16,69,2,1
20,17,95,2,1
20,15,95,1,7
20,17,76,2,1
20,17,76,1,1
20,13,75,1,1
20,14,47,2,1
20,16,76,2,4
20,13,55,2,1
20,15,79,2,1
20,15,55,2,1
20,14,55,2,1
20,13,89,2,1
20,16,85,2,1
20,16,85,2,1
20,15,85,1,1
20,17,76,1,1
20,15,76,1,1
20,13,76,1,1
20,12,76,2,1
20,12,67,1,1
20,15,124,2,1
20,14,95,1,1
20,15,95,2,1
20,17,50,1,1
20,13,50,2,1
20,13,50,1,1
20,15,50,2,7
20,17,50,1,1
20,15,50,2,1
20,16,50,2,1
20,13,51,1,1
20,16,51,2,1
20,14,51,2,1
20,17,51,2,5
20,14,51,1,3
20,17,51,1,1
20,13,51,2,1
20,16,64,1,1
20,14,95,2,1
20,15,97,2,4
20,12,55,2,1
13,16,41,1,4
13,16,41,2,1
13,16,17,2,1
13,15,17,2,1
13,13,17,2,1
13,16,42,2,1
13,16,17,2,1
13,15,17,2,1
13,13,52,2,1
13,16,52,2,1
13,15,52,1,1
13,17,43,1,1
13,13,32,2,1
13,12,58,1,1
13,17,58,1,1
13,12,51,2,1
13,17,67,2,1
13,12,67,1,1
13,16,48,2,7
13,16,57,2,1
13,15,48,2,1
13,13,48,1,1
13,17,57,1,1
13,14,46,2,1
13,13,46,2,1
13,15,43,1,1
13,14,43,2,1
13,13,43,2,1
13,13,49,1,1
13,14,49,1,1
13,15,49,1,4
13,14,49,1,1
13,16,79,2,1
13,16,79,2,1
13,16,38,2,1
13,14,38,1,1
13,13,57,1,1
13,16,62,1,1
13,14,95,1,1
13,16,95,1,1
13,17,95,2,1
13,12,95,2,1
13,16,90,2,1
13,12,90,2,1
13,15,51,1,1
13,15,51,2,1
13,17,59,1,1
13,14,59,1,1
13,17,100,2,1
13,14,60,1,1
13,14,60,2,1
13,13,57,1,1
13,13,49,2,1
13,13,43,1,1
13,15,62,2,1
21,12,206,1,1
21,14,189,2,1
21,17,189,1,1
21,17,189,1,1
21,16,251,1,1
21,14,251,1,1
21,12,251,1,1
21,14,172,1,1
21,14,214,2,4
21,17,247,1,1
21,16,247,1,1
21,14,247,1,1
21,13,247,1,1
21,15,318,1,5
21,13,318,2,5
21,16,181,2,1
21,12,181,2,1
21,17,156,1,3
21,13,156,2,1
21,16,156,2,3
21,12,156,1,1
21,15,211,1,3
21,15,173,2,1
21,14,211,1,1
21,17,242,2,5
21,13,211,1,1
21,15,193,2,1
21,17,197,1,1
21,13,197,1,1
21,12,237,1,1
21,15,211,1,1
21,13,211,1,1
21,14,108,2,1
21,17,173,2,1
21,14,154,2,1
21,17,237,2,1
21,15,211,1,7
21,17,154,2,1
21,15,154,2,1
21,14,157,1,1
21,14,209,1,1
21,17,220,1,1
21,15,236,2,1
21,14,209,2,1
21,17,187,2,1
21,16,187,2,1
21,14,187,1,1
21,15,185,2,1
21,13,185,1,1
21,17,185,2,3
21,15,318,1,1
21,16,318,2,1
21,14,318,1,1
21,16,193,1,3
21,17,173,1,1
21,16,173,2,1
21,16,172,2,1
21,16,172,1,1
21,16,213,2,1
21,13,213,2,1
21,12,213,2,1
21,16,213,2,1
21,15,219,2,1
21,13,219,1,1
21,15,213,1,1
21,13,213,2,1
21,16,164,1,1
21,14,246,2,1
21,14,164,2,1
21,13,246,2,1
21,15,246,1,1
21,14,246,2,1
21,16,304,2,1
21,16,300,2,1
21,13,300,1,1
21,14,180,2,1
21,14,128,2,1
21,12,128,1,3
21,17,180,2,1
21,16,331,1,1
21,13,331,2,1
21,16,220,2,1
21,16,331,2,1
21,17,185,1,5
21,17,300,2,3
21,15,300,2,3
21,17,189,2,1
21,15,170,2,1
21,14,170,2,1
21,14,369,1,1
21,17,214,2,3
21,15,169,1,1
21,16,214,1,3
21,16,206,1,1
21,14,206,1,1
21,15,197,1,1
21,13,318,2,1
21,14,165,1,1
21,13,165,2,1
21,15,165,1,1
21,13,165,1,1
21,15,165,2,1
22,16,136,1,1
22,14,136,2,1
22,14,94,1,1
22,16,96,1,1
22,12,96,1,1
22,16,106,1,1
22,14,106,2,1
22,16,136,1,1
22,17,136,2,4
22,12,136,1,1
22,15,136,2,1
22,14,136,2,1
22,13,63,2,1
22,12,63,1,1
22,16,94,1,1
22,14,94,1,1
22,15,63,2,1
22,15,88,2,1
22,13,88,1,1
22,12,88,1,1
22,16,121,1,1
22,15,91,1,1
22,12,91,2,1
22,15,87,2,1
22,16,91,2,4
22,14,87,2,1
22,14,91,1,1
22,13,91,2,1
22,17,104,1,3
22,16,126,1,1
22,14,126,2,2
22,14,105,1,3
22,14,105,1,1
22,13,105,1,1
22,14,104,1,1
22,13,104,1,1
22,12,104,2,1
22,17,121,1,6
22,16,166,1,3
22,16,166,1,4
22,13,87,1,1
22,17,87,1,1
22,13,166,2,1
22,13,87,2,1
22,13,119,2,1
22,13,229,1,1
22,17,119,1,7
22,15,119,2,7
22,12,119,2,1
22,15,94,1,1
22,12,94,2,1
22,12,88,1,1
22,17,89,2,1
22,13,91,2,1
22,14,88,1,1
22,13,88,2,1
22,15,99,2,5
22,16,99,2,5
22,15,99,2,1
22,12,99,1,1
22,13,88,2,1
22,17,95,2,1
22,16,95,1,1
5,16,97,1,1
5,14,97,1,1
5,13,97,1,1
5,17,166,1,1
5,13,166,2,1
5,15,166,1,1
5,16,130,2,1
5,14,130,2,1
5,12,130,2,1
5,14,130,1,1
5,16,83,1,1
5,13,83,1,1
5,17,94,2,3
5,15,94,1,1
5,12,94,1,1
5,13,94,2,1
5,16,83,2,4
5,13,83,1,1
5,17,134,2,4
5,14,84,1,3
5,16,134,1,3
5,13,84,1,1
5,12,84,2,1
5,15,80,2,1
5,15,96,1,1
5,13,84,1,1
5,14,84,2,1
5,17,85,2,1
5,13,85,2,1
5,16,261,1,7
5,15,261,2,1
5,17,261,2,1
5,14,261,2,3
5,17,261,2,5
5,16,88,1,1
5,15,88,2,1
5,14,101,2,1
5,16,81,2,1
5,14,81,1,1
5,12,81,1,1
5,14,101,2,1
5,12,96,1,1
5,16,84,1,1
5,14,84,2,1
5,16,80,2,7
5,14,80,1,1
5,16,93,2,1
5,14,86,1,1
5,14,93,2,1
5,12,93,1,1
5,14,97,2,1
5,16,86,1,1
5,15,86,1,1
5,16,102,2,5
5,15,95,2,1
5,14,95,1,1
5,13,80,1,1
5,13,95,2,1
5,13,102,1,1
5,17,95,1,3
5,13,95,1,1
5,13,88,1,1
5,15,95,2,1
5,12,95,2,1
5,17,79,2,4
5,16,101,1,1
5,12,101,1,1
5,17,88,2,1
5,12,88,2,1
24,16,169,1,1
24,15,169,2,1
24,13,114,1,1
24,14,129,2,1
24,15,129,2,1
24,12,129,1,1
24,12,129,1,1
24,15,116,1,3
24,16,116,1,1
24,14,126,1,1
24,12,126,1,1
24,14,148,1,1
24,12,114,2,1
24,13,114,1,1
24,12,114,1,1
24,14,164,2,1
24,13,164,2,1
24,17,164,1,1
24,16,146,2,1
24,13,146,1,1
24,14,146,1,1
24,14,164,2,1
24,14,164,1,1
24,15,146,2,1
24,12,135,2,1
24,13,135,2,1
24,16,124,2,1
24,16,113,1,1
24,16,113,1,1
24,14,129,1,1
24,17,143,2,1
24,17,110,2,1
24,16,143,1,1
24,13,143,1,1
24,12,195,1,1
24,17,110,2,1
24,15,110,1,1
24,12,110,2,1
24,15,195,1,3
24,13,113,1,1
24,15,121,2,1
24,14,121,2,1
24,15,121,2,1
24,17,134,2,1
24,14,129,1,1
24,15,146,2,1
24,15,129,2,1
24,16,129,1,1
24,14,129,1,1
24,17,126,2,1
24,16,126,1,1
24,13,126,2,1
24,15,132,1,1
24,12,129,1,1
24,17,116,2,4
24,17,116,2,4
24,14,116,2,1
24,14,120,1,1
24,16,121,1,1
24,13,121,1,1
24,16,121,1,1
24,15,140,1,3
24,15,140,1,1
24,13,140,1,1
24,13,125,1,1
28,12,115,1,1
28,12,130,1,1
28,15,130,2,1
28,12,130,2,1
28,13,91,2,1
28,15,67,2,1
28,14,67,2,1
28,15,76,1,1
28,13,112,1,1
28,12,76,1,1
28,14,104,2,1
28,17,76,1,3
28,15,76,1,3
28,16,99,2,1
28,16,103,2,1
28,15,103,1,1
28,17,99,2,1
28,15,127,1,1
28,17,112,1,3
28,16,112,2,1
28,14,112,2,1
28,16,105,1,2
28,16,83,2,1
28,15,123,2,4
28,16,83,1,3
28,14,123,1,1
28,17,88,2,1
28,14,88,1,1
28,14,94,1,1
28,16,88,1,3
28,12,83,1,1
28,12,94,1,1
30,14,160,2,1
28,14,86,1,1
30,15,160,2,5
28,13,86,1,1
28,16,94,1,1
28,17,104,2,1
28,15,122,2,1
28,13,119,2,1
18,15,41,2,3
18,14,63,1,1
18,15,44,2,1
18,12,44,1,1
18,16,44,1,3
18,17,41,2,1
18,15,41,1,1
18,17,41,2,3
18,15,49,2,1
18,14,49,2,1
18,14,66,2,1
18,13,40,2,1
18,16,40,2,1
18,12,59,1,1
18,14,40,2,1
18,17,39,2,3
18,14,39,2,3
18,13,39,1,1
18,14,59,1,1
18,16,39,2,1
18,17,40,1,1
18,14,40,2,1
18,17,47,1,1
18,15,56,1,1
18,12,39,2,1
18,14,56,1,1
18,12,39,1,1
18,14,38,1,1
18,15,39,2,1
18,16,39,1,1
18,14,39,2,1
18,14,56,2,1
18,12,56,2,1
18,16,47,2,1
18,17,48,2,5
18,16,48,1,1
18,12,48,2,1
18,12,47,2,1
18,14,47,1,3
18,15,55,1,1
18,14,55,2,1
18,13,55,2,1
18,17,48,1,7
18,15,40,2,1
18,12,48,1,1
18,16,48,1,1
18,17,56,2,1
18,13,56,1,1
18,14,39,2,1
18,17,59,1,1
18,12,75,2,1
18,12,75,2,1
18,15,39,2,1
18,15,39,1,1
18,12,46,2,1
18,15,46,2,1
18,17,46,2,1
18,17,46,1,5
18,17,46,2,5
18,12,39,2,1
18,15,39,1,1
18,17,34,2,1
18,16,39,2,1
18,13,38,2,1
18,16,34,2,3
18,16,38,1,1
18,15,51,1,1
18,16,51,2,1
18,15,51,1,1
18,16,56,1,1
18,12,75,2,1
2,14,194,2,1
2,16,194,1,1
2,16,244,2,3
2,14,244,1,1
2,16,170,1,1
2,13,170,2,1
2,16,244,2,1
2,15,244,1,1
2,15,196,2,1
2,17,228,2,5
2,14,228,2,1
2,12,228,1,1
2,13,205,2,1
2,12,205,2,1
2,16,205,2,1
2,15,205,2,1
2,17,209,1,1
2,17,209,2,1
2,16,209,1,1
2,14,209,1,1
2,16,149,1,1
2,12,267,1,1
2,16,201,1,1
2,13,201,2,1
2,14,201,2,1
2,12,201,1,1
2,17,230,1,1
2,12,213,2,1
2,15,228,1,1
2,12,228,1,1
2,14,200,2,1
2,17,188,2,1
2,14,188,2,1
2,14,188,1,1
2,14,200,1,1
2,17,188,2,1
2,16,188,1,1
2,12,170,2,1
2,16,224,2,1
2,16,224,1,1
2,14,224,1,1
2,16,224,1,3
2,17,241,2,1
2,13,241,2,1
2,12,241,2,1
2,16,224,1,1
2,15,233,1,3
2,12,233,1,1
2,15,232,1,1
2,16,189,1,1
2,15,189,2,1
2,14,189,2,1
2,16,232,1,3
2,14,232,2,1
2,12,232,2,1
2,14,162,1,1
2,12,163,2,1
2,17,201,2,3
2,13,224,2,1
2,17,189,1,4
2,16,187,1,1
2,17,187,1,1
2,17,163,2,3
2,12,163,2,1
2,16,163,1,3
29,12,59,1,1
29,13,59,1,1
29,15,59,2,1
29,17,78,2,1
29,15,37,1,1
29,17,52,2,1
29,13,37,1,1
29,13,55,2,1
29,12,55,2,1
29,16,62,1,1
29,13,62,1,1
29,17,51,2,1
29,13,51,1,1
29,16,128,2,1
29,17,128,1,1
29,15,128,1,1
29,13,90,1,1
29,13,44,1,1
29,16,44,2,6
29,16,101,1,4
29,12,101,1,1
29,17,101,1,1
29,14,101,1,1
29,15,52,1,4
29,14,52,2,4
29,17,74,1,1
29,13,52,2,1
29,12,52,2,1
29,17,36,2,1
29,17,74,2,1
29,14,74,1,1
29,12,74,2,1
29,14,36,1,1
29,17,70,2,1
29,16,36,2,1
29,13,36,2,1
29,13,70,1,1
29,17,70,1,1
29,15,70,1,1
29,12,54,2,1
29,17,77,1,3
29,12,75,1,1
29,17,77,2,4
29,15,60,1,1
29,12,60,2,1
29,12,60,1,1
29,12,66,2,1
29,14,48,2,1
29,17,77,1,1
29,15,77,2,1
29,15,66,2,1
29,16,48,2,1
29,17,48,2,1
29,14,66,1,1
29,15,48,1,1
29,13,48,2,1
29,15,48,2,1
29,14,52,2,1
29,12,52,1,1
29,16,77,2,1
29,12,77,2,1
29,17,52,2,1
29,16,59,2,1
29,13,59,1,1
29,15,81,2,1
29,17,59,1,1
29,13,81,1,1
29,15,52,2,5
29,17,81,2,4
29,13,59,1,1
29,17,81,2,3
29,14,80,1,1
29,13,59,2,1
29,17,80,1,1
29,12,72,1,1
29,17,80,2,1
29,16,80,1,1
29,15,80,1,1
29,15,50,2,1
29,15,50,1,1
29,15,70,1,1
29,12,50,1,1
29,17,70,1,1
29,14,67,1,1
29,16,67,1,4
29,17,36,2,1
29,15,36,1,1
29,13,36,2,1
15,16,145,2,1
15,14,145,1,1
15,13,251,1,1
15,12,251,1,1
15,15,251,1,1
15,12,251,2,1
15,14,170,2,1
15,17,170,1,1
15,14,153,2,1
15,15,216,2,1
15,13,216,1,1
15,15,216,1,1
15,15,171,1,1
15,14,171,2,1
15,17,120,2,1
15,15,171,2,1
15,13,171,2,1
15,17,171,2,3
15,16,171,1,1
15,13,171,2,1
15,14,178,2,1
15,13,178,2,1
15,12,178,1,1
15,13,155,2,1
15,15,122,2,1
15,15,98,1,1
15,16,124,2,1
15,12,119,1,1
15,16,98,2,1
15,16,158,2,1
15,13,98,2,1
15,16,126,1,1
15,16,208,2,1
15,14,208,2,1
15,14,140,1,1
15,17,126,2,1
15,12,140,1,1
15,16,126,2,1
15,14,140,1,1
15,12,140,2,1
15,17,124,1,1
15,13,128,1,3
15,13,140,2,1
15,12,140,1,1
15,13,153,1,1
15,12,153,2,1
15,16,102,2,1
15,17,128,1,1
15,16,128,2,1
15,14,102,1,1
